cells	samples	cell.types
MGH00478_CD45pos_1_S254	Mel478	T.CD4
MGH00478_CD45pos_1_S269	Mel478	B.cell
cy126_CD45pos_2_S127	Mel126	T.CD8
MGH00478_CD45pos_2_S357	Mel478	T.cell
MGH00478_CD45pos_1_S204	Mel478	T.CD8
MGH00478_CD45pos_2_S335	Mel478	T.CD4
MGH00478_CD45pos_1_S233	Mel478	T.CD8
MGH00478_CD45pos_1_S228	Mel478	T.CD8
MGH00478_CD45pos_1_S267	Mel478	B.cell
MGH00478_CD45pos_2_S305	Mel478	T.cell
MGH00478_CD45pos_1_S283	Mel478	T.CD8
cy126_CD45pos_2_S149	Mel126	Macrophage
cy126_CD45pos_2_S153	Mel126	Macrophage
cy126_CD45pos_2_S159	Mel126	Macrophage
MGH00478_CD45pos_1_S242	Mel478	T.CD8
cy126_CD45pos_1_S18	Mel126	T.CD8
MGH00478_CD45pos_1_S250	Mel478	T.CD4
cy129PA_CD45pos_S13	Mel129pa	Macrophage
cy129PA_CD45pos_S70	Mel129pa	Macrophage
cy129PA_CD45pos_S20	Mel129pa	Macrophage
cy129PA_CD45neg_CD90neg_S163	Mel129pa	Mal
cy129PB_CD45pos_S264	Mel129pb	B.cell
cy106_CD45neg_CD90neg_S363_19	Mel106	?
cy129PB_CD45pos_S213	Mel129pb	T.CD8
cy129PA_CD45pos_S59	Mel129pa	T.CD8
cy129PA_CD45pos_S24	Mel129pa	Macrophage
cy129PA_CD45pos_S11	Mel129pa	T.CD8
cy129PB_CD45pos_S261	Mel129pb	T.CD8
cy129PB_CD45pos_S288	Mel129pb	?
cy129PA_CD45pos_S15	Mel129pa	Macrophage
cy129PB_CD45pos_S231	Mel129pb	T.CD8
cy129PB_CD45pos_S247	Mel129pb	T.cell
cy106_CD45neg_CD90neg_S309_20	Mel106	Mal
cy106_CD45neg_CD90neg_S378_21	Mel106	Mal
cy129PB_CD45pos_S202	Mel129pb	Macrophage
cy129PB_CD45pos_S208	Mel129pb	T.CD8
cy129PB_CD45pos_S199	Mel129pb	T.CD8
cy106_CD45neg_CD90neg_S320	Mel106	Mal
cy129PA_CD45pos_S6	Mel129pa	Macrophage
cy129PB_CD45pos_S258	Mel129pb	Macrophage
cy129PA_CD45pos_S71	Mel129pa	Macrophage
cy129PA_CD45pos_S1	Mel129pa	Macrophage
cy129PA_CD45pos_S83	Mel129pa	T.CD8
cy129PB_CD45pos_S250	Mel129pb	T.CD4
cy129PA_CD45neg_CD90neg_S183	Mel129pa	CAF
cy129PB_CD45pos_S201	Mel129pb	T.CD8
cy129PA_CD45pos_S91	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S139	Mel129pa	?
cy129PA_CD45neg_CD90neg_S172	Mel129pa	Mal
cy129PB_CD45pos_S265	Mel129pb	T.CD4
cy129PA_CD45neg_CD90neg_S110	Mel129pa	Mal
cy129PB_CD45pos_S222	Mel129pb	Macrophage
cy129PB_CD45pos_S253	Mel129pb	Macrophage
cy129PA_CD45neg_CD90neg_S105	Mel129pa	Mal
cy129PA_CD45pos_S2	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S108	Mel129pa	Mal
cy129PA_CD45pos_S84	Mel129pa	Macrophage
cy129PA_CD45pos_S26	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S99	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S189	Mel129pa	Mal
cy106_CD45neg_CD90neg_S347	Mel106	Mal
cy129PA_CD45neg_CD90neg_S140	Mel129pa	Mal
cy106_CD45neg_CD90neg_S311	Mel106	Mal
cy129PA_CD45pos_S77	Mel129pa	Macrophage
cy129PB_CD45pos_S230	Mel129pb	Macrophage
cy129PA_CD45pos_S86	Mel129pa	T.CD4
cy129PB_CD45pos_S194	Mel129pb	T.CD4
cy106_CD45neg_CD90neg_S366	Mel106	Mal
cy106_CD45neg_CD90neg_S348	Mel106	?
cy129PA_CD45neg_CD90neg_S154	Mel129pa	Mal
cy129PB_CD45pos_S211	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S169	Mel129pa	Mal
cy129PB_CD45pos_S274	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S127	Mel129pa	Mal
cy129PB_CD45pos_S226	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S175	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S151	Mel129pa	Mal
cy129PB_CD45pos_S269	Mel129pb	T.CD8
cy129PA_CD45pos_S79	Mel129pa	T.cell
cy129PA_CD45neg_CD90neg_S171	Mel129pa	Mal
cy129PB_CD45pos_S232	Mel129pb	NK
cy129PA_CD45neg_CD90neg_S120	Mel129pa	?
cy129PA_CD45pos_S34	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S167	Mel129pa	?
cy129PB_CD45pos_S275	Mel129pb	Macrophage
cy129PA_CD45neg_CD90neg_S132	Mel129pa	CAF
cy129PA_CD45pos_S67	Mel129pa	Macrophage
cy129PA_CD45pos_S23	Mel129pa	T.CD8
cy129PA_CD45pos_S68	Mel129pa	Macrophage
cy129PB_CD45pos_S206	Mel129pb	T.CD8
cy129PB_CD45pos_S229	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S128	Mel129pa	Mal
cy129PB_CD45pos_S193	Mel129pb	Macrophage
cy106_CD45neg_CD90neg_S356	Mel106	Mal
cy106_CD45neg_CD90neg_S327	Mel106	Mal
cy129PB_CD45pos_S223	Mel129pb	T.CD4
cy129PB_CD45pos_S263	Mel129pb	Macrophage
cy129PA_CD45pos_S29	Mel129pa	Macrophage
cy129PB_CD45pos_S233	Mel129pb	T.cell
cy129PA_CD45neg_CD90neg_S137	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S190	Mel129pa	Mal
cy106_CD45neg_CD90neg_S337	Mel106	?
cy129PA_CD45neg_CD90neg_S98	Mel129pa	Mal
cy129PB_CD45pos_S236	Mel129pb	T.CD8
cy129PA_CD45pos_S18	Mel129pa	Macrophage
cy129PA_CD45neg_CD90neg_S122	Mel129pa	Mal
cy106_CD45neg_CD90neg_S319	Mel106	Mal
cy129PB_CD45pos_S286	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S125	Mel129pa	Mal
cy129PB_CD45pos_S240	Mel129pb	T.CD4
cy129PA_CD45neg_CD90neg_S161	Mel129pa	Mal
cy129PB_CD45pos_S273	Mel129pb	Macrophage
cy129PA_CD45pos_S25	Mel129pa	Macrophage
cy129PA_CD45pos_S40	Mel129pa	Macrophage
cy129PA_CD45pos_S5	Mel129pa	T.CD4
cy129PA_CD45neg_CD90neg_S129	Mel129pa	Mal
cy129PA_CD45pos_S65	Mel129pa	T.CD4
cy129PA_CD45neg_CD90neg_S138	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S142	Mel129pa	Mal
cy129PB_CD45pos_S246	Mel129pb	T.CD4
cy129PA_CD45neg_CD90neg_S149	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S134	Mel129pa	Mal
cy129PB_CD45pos_S276	Mel129pb	?
cy129PA_CD45pos_S16	Mel129pa	Macrophage
cy129PB_CD45pos_S252	Mel129pb	T.CD8
cy129PA_CD45pos_S75	Mel129pa	B.cell
cy106_CD45neg_CD90neg_S289_22	Mel106	?
cy129PA_CD45neg_CD90neg_S150	Mel129pa	Mal
cy129PA_CD45pos_S95	Mel129pa	B.cell
cy129PB_CD45pos_S203	Mel129pb	NK
cy129PA_CD45pos_S85	Mel129pa	T.CD8
cy129PA_CD45pos_S52	Mel129pa	Macrophage
cy129PB_CD45pos_S207	Mel129pb	Macrophage
cy129PA_CD45pos_S89	Mel129pa	Macrophage
cy129PB_CD45pos_S243	Mel129pb	Macrophage
cy129PA_CD45pos_S45	Mel129pa	T.CD8
cy129PA_CD45pos_S54	Mel129pa	T.CD8
cy129PA_CD45pos_S47	Mel129pa	T.CD8
cy129PA_CD45pos_S3	Mel129pa	Macrophage
cy129PA_CD45neg_CD90neg_S130	Mel129pa	?
cy129PB_CD45pos_S245	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S186	Mel129pa	Mal
cy106_CD45neg_CD90neg_S290	Mel106	Mal
cy129PA_CD45pos_S14	Mel129pa	Macrophage
cy106_CD45neg_CD90neg_S294	Mel106	Mal
cy129PB_CD45pos_S254	Mel129pb	Macrophage
cy106_CD45neg_CD90neg_S349	Mel106	Mal
cy129PB_CD45pos_S200	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S153	Mel129pa	Mal
cy129PB_CD45pos_S268	Mel129pb	T.CD4
cy129PB_CD45pos_S279	Mel129pb	T.CD8
cy129PB_CD45pos_S285	Mel129pb	Macrophage
cy129PB_CD45pos_S242	Mel129pb	Macrophage
cy129PA_CD45pos_S44	Mel129pa	T.CD8
cy106_CD45neg_CD90neg_S338	Mel106	Mal
cy129PA_CD45pos_S55	Mel129pa	Macrophage
cy129PA_CD45pos_S94	Mel129pa	T.CD8
cy129PA_CD45pos_S69	Mel129pa	T.CD4
cy129PA_CD45neg_CD90neg_S191	Mel129pa	Mal
cy129PA_CD45pos_S51	Mel129pa	T.CD8
cy129PB_CD45pos_S209	Mel129pb	Macrophage
cy129PB_CD45pos_S280	Mel129pb	T.CD8
cy129PA_CD45pos_S4	Mel129pa	T.CD4
cy129PA_CD45pos_S88	Mel129pa	T.CD8
cy129PA_CD45pos_S58	Mel129pa	T.CD8
cy129PA_CD45pos_S28	Mel129pa	T.CD8
cy129PA_CD45pos_S19	Mel129pa	Macrophage
cy129PA_CD45pos_S9	Mel129pa	T.CD8
cy129PA_CD45pos_S36	Mel129pa	T.CD4
cy129PB_CD45pos_S204	Mel129pb	Macrophage
cy129PA_CD45neg_CD90neg_S126	Mel129pa	Mal
cy129PA_CD45pos_S76	Mel129pa	T.CD4
cy129PA_CD45neg_CD90neg_S144	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S97	Mel129pa	Mal
cy106_CD45neg_CD90neg_S365_23	Mel106	Mal
cy106_CD45neg_CD90neg_S373	Mel106	CAF
cy129PB_CD45pos_S266	Mel129pb	T.cell
cy129PA_CD45neg_CD90neg_S164	Mel129pa	Mal
cy106_CD45neg_CD90neg_S364	Mel106	Mal
cy129PA_CD45neg_CD90neg_S114	Mel129pa	Mal
cy106_CD45neg_CD90neg_S357_24	Mel106	CAF
cy129PA_CD45pos_S35	Mel129pa	T.CD8
cy129PA_CD45pos_S87	Mel129pa	T.CD8
cy129PA_CD45pos_S49	Mel129pa	B.cell
cy129PB_CD45pos_S281	Mel129pb	NK
cy129PB_CD45pos_S215	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S182	Mel129pa	Mal
cy129PA_CD45neg_CD90neg_S107	Mel129pa	?
cy129PA_CD45pos_S41	Mel129pa	T.CD4
cy129PA_CD45pos_S57	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S162	Mel129pa	Mal
cy106_CD45neg_CD90neg_S299	Mel106	?
cy129PA_CD45neg_CD90neg_S141	Mel129pa	CAF
cy129PB_CD45pos_S282	Mel129pb	Macrophage
cy129PB_CD45pos_S214	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S136	Mel129pa	Mal
cy129PB_CD45pos_S277	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S103	Mel129pa	Mal
cy129PA_CD45pos_S43	Mel129pa	Macrophage
cy106_CD45neg_CD90neg_S325	Mel106	Mal
cy129PA_CD45pos_S82	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S123	Mel129pa	Mal
cy129PA_CD45pos_S22	Mel129pa	T.CD8
cy129PA_CD45pos_S12	Mel129pa	T.CD8
cy129PA_CD45pos_S39	Mel129pa	T.CD8
cy129PA_CD45neg_CD90neg_S174	Mel129pa	?
cy129PA_CD45neg_CD90neg_S106	Mel129pa	Mal
cy129PB_CD45pos_S221	Mel129pb	T.CD8
cy129PA_CD45neg_CD90neg_S173	Mel129pa	Mal
cy129PA_CD45pos_S92	Mel129pa	Macrophage
cy129PA_CD45neg_CD90neg_S181	Mel129pa	Mal
cy129PB_CD45pos_S278	Mel129pb	T.CD8
cy106_CD45neg_CD90neg_S344_25	Mel106	Mal
cy129PA_CD45pos_S66	Mel129pa	Macrophage
cy106_CD45neg_CD90neg_S306_26	Mel106	Mal
cy129PA_CD45neg_CD90neg_S118	Mel129pa	?
cy129PA_CD45pos_S60	Mel129pa	B.cell
cy129PA_CD45pos_S30	Mel129pa	Macrophage
cy129PB_CD45pos_S239	Mel129pb	Macrophage
cy129PA_CD45neg_CD90neg_S184	Mel129pa	Mal
cy106_CD45neg_CD90neg_S291	Mel106	Mal
cy106_CD45neg_CD90neg_S352	Mel106	Mal
cy129PA_CD45pos_S53	Mel129pa	Macrophage
cy129PA_CD45pos_S64	Mel129pa	T.CD8
cy129PB_CD45pos_S237	Mel129pb	T.CD8
cy129PB_CD45pos_S270	Mel129pb	Macrophage
cy129PB_CD45pos_S234	Mel129pb	Macrophage
cy129PB_CD45pos_S196	Mel129pb	T.CD4
cy129PA_CD45neg_CD90neg_S119	Mel129pa	Mal
cy106_CD45neg_CD90neg_S376	Mel106	Mal
cy129PA_CD45neg_CD90neg_S157	Mel129pa	?
cy129PA_CD45pos_S27	Mel129pa	T.CD8
cy129PB_CD45pos_S284	Mel129pb	Macrophage
cy129PB_CD45pos_S224	Mel129pb	T.CD4
cy129PA_CD45pos_S31	Mel129pa	T.CD8
cy04.3_CD45pos_S4	Mel04.3	T.CD8
cy04.3_CD45pos_S12	Mel04.3	T.CD8
cy04.3_CD45pos_S16	Mel04.3	T.CD8
cy04.3_CD45pos_S56	Mel04.3	T.cell
cy04.3_CD45pos_S8	Mel04.3	T.CD8
cy121.1_CD45pos_S260	Mel121.1	B.cell
cy04.3_CD45pos_S52	Mel04.3	T.CD8
cy121.1_CD45pos_S230	Mel121.1	Macrophage
cy04.3_CD45pos_S70	Mel04.3	T.CD4
cy04.3_CD45pos_S81	Mel04.3	T.CD4
cy04.3_CD45pos_S45	Mel04.3	T.cell
cy04.3_CD45pos_S33	Mel04.3	T.cell
cy04.3_CD45pos_S62	Mel04.3	T.CD8
cy04.3_CD45pos_S69	Mel04.3	T.cell
cy04.3_CD45pos_S9	Mel04.3	T.CD8
cy04.3_CD45pos_S47	Mel04.3	T.CD8
cy04.3_CD45pos_S60	Mel04.3	T.CD4
cy121.1_CD45pos_S216	Mel121.1	T.CD4
cy04.3_CD45pos_S65	Mel04.3	T.CD8
cy121.1_CD45pos_S204	Mel121.1	B.cell
cy04.3_CD45pos_S14	Mel04.3	T.CD8
cy04.3_CD45pos_S32	Mel04.3	T.CD4
cy04.3_CD45pos_S6	Mel04.3	T.CD4
cy04.3_CD45pos_S75	Mel04.3	T.CD8
cy04.3_CD45pos_S86	Mel04.3	T.CD4
cy121.1_CD45pos_S250	Mel121.1	T.cell
cy04.3_CD45pos_S31	Mel04.3	T.CD4
cy121.1_CD45neg_S289	Mel121.1	Mal
cy04.3_CD45pos_S59	Mel04.3	T.CD4
cy04.3_CD45pos_S66	Mel04.3	T.CD8
cy121.1_CD45pos_S232	Mel121.1	T.CD8
cy04.3_CD45pos_S17	Mel04.3	T.CD8
cy121.1_CD45pos_S215	Mel121.1	T.CD8
cy04.3_CD45pos_S40	Mel04.3	T.CD8
cy04.3_CD45pos_S55	Mel04.3	T.CD4
cy121.1_CD45pos_S200	Mel121.1	T.CD8
cy04.3_CD45pos_S21	Mel04.3	?
cy121.1_CD45pos_S271	Mel121.1	T.cell
cy04.3_CD45pos_S36	Mel04.3	T.CD4
cy04.3_CD45pos_S28	Mel04.3	T.CD8
cy04.3_CD45pos_S89	Mel04.3	T.CD8
cy121.1_CD45pos_S236	Mel121.1	T.CD4
cy04.3_CD45pos_S37	Mel04.3	T.CD4
cy04.3_CD45pos_S1	Mel04.3	T.cell
cy04.3_CD45pos_S57	Mel04.3	T.cell
cy04.3_CD45pos_S7	Mel04.3	Macrophage
cy04.3_CD45pos_S20	Mel04.3	T.cell
cy121.1_CD45pos_S196	Mel121.1	B.cell
cy121.1_CD45pos_S195	Mel121.1	T.CD8
cy04.3_CD45pos_S39	Mel04.3	NK
cy121.1_CD45pos_S248	Mel121.1	NK
cy04.3_CD45pos_S72	Mel04.3	T.CD8
cy04.3_CD45pos_S82	Mel04.3	NK
cy121.1_CD45pos_S235	Mel121.1	T.cell
cy04.3_CD45pos_S22	Mel04.3	NK
cy04.3_CD45pos_S27	Mel04.3	T.CD8
cy04.3_CD45pos_S26	Mel04.3	T.cell
cy04.3_CD45pos_S5	Mel04.3	T.CD8
cy04.3_CD45pos_S53	Mel04.3	T.CD8
cy04.3_CD45pos_S74	Mel04.3	T.CD4
cy121.1_CD45pos_S261	Mel121.1	T.cell
cy04.3_CD45pos_S87	Mel04.3	T.CD4
cy04.3_CD45pos_S76	Mel04.3	NK
cy121.1_CD45pos_S198	Mel121.1	T.CD8
cy121.1_CD45pos_S285	Mel121.1	T.cell
cy121.1_CD45pos_S208	Mel121.1	T.cell
cy04.3_CD45pos_S49	Mel04.3	T.cell
cy04.3_CD45pos_S95	Mel04.3	NK
cy04.3_CD45pos_S78	Mel04.3	T.CD4
cy121.1_CD45pos_S272	Mel121.1	Macrophage
cy04.3_CD45pos_S84	Mel04.3	T.CD8
cy121.1_CD45neg_S296	Mel121.1	Mal
cy04.3_CD45pos_S25	Mel04.3	T.CD4
cy04.3_CD45pos_S71	Mel04.3	T.CD8
cy121.1_CD45pos_S259	Mel121.1	T.cell
cy121.1_CD45pos_S264	Mel121.1	T.cell
cy04.3_CD45pos_S88	Mel04.3	T.CD8
cy04.3_CD45pos_S30	Mel04.3	T.CD8
cy121.1_CD45pos_S275	Mel121.1	T.CD8
cy121.1_CD45neg_S325	Mel121.1	Mal
cy04.3_CD45pos_S58	Mel04.3	B.cell
cy04.3_CD45pos_S35	Mel04.3	T.CD8
cy04.3_CD45pos_S96	Mel04.3	T.cell
cy04.3_CD45pos_S43	Mel04.3	T.CD4
cy121.1_CD45neg_S301	Mel121.1	?
cy121.1_CD45pos_S234	Mel121.1	T.CD8
cy04.3_CD45pos_S15	Mel04.3	B.cell
cy121.1_CD45pos_S214	Mel121.1	NK
cy121.1_CD45pos_S213	Mel121.1	T.CD8
cy04.3_CD45pos_S51	Mel04.3	T.cell
cy121.1_CD45pos_S207	Mel121.1	NK
cy04.3_CD45pos_S41	Mel04.3	T.CD8
cy121.1_CD45neg_S291	Mel121.1	Endo.
cy04.3_CD45pos_S3	Mel04.3	T.CD4
cy04.3_CD45pos_S42	Mel04.3	T.CD8
cy121.1_CD45pos_S193	Mel121.1	Macrophage
cy04.3_CD45pos_S93	Mel04.3	T.CD8
cy04.3_CD45pos_S61	Mel04.3	T.cell
cy04.3_CD45pos_S64	Mel04.3	T.cell
cy04.3_CD45pos_S90	Mel04.3	NK
cy04.3_CD45pos_S44	Mel04.3	T.CD8
cy04.3_CD45pos_S11	Mel04.3	T.CD4
cy04.3_CD45pos_S29	Mel04.3	T.CD4
cy04.3_CD45pos_S73	Mel04.3	T.cell
cy04.3_CD45pos_S77	Mel04.3	T.CD8
cy04.3_CD45pos_S46	Mel04.3	T.CD8
cy04.3_CD45pos_S79	Mel04.3	T.CD4
cy04.3_CD45pos_S48	Mel04.3	Macrophage
cy121.1_CD45neg_S371	Mel121.1	Mal
cy121.1_CD45neg_S382	Mel121.1	Mal
cy121.1_CD45pos_S205	Mel121.1	T.CD4
cy04.3_CD45pos_S80	Mel04.3	T.CD4
cy04.3_CD45pos_S34	Mel04.3	NK
cy121.1_CD45pos_S292	Mel121.1	T.cell
cy121.1_CD45pos_S337	Mel121.1	T.cell
cy128_CD45pos_S174	Mel128	B.cell
cy129_CD45negCD90neg_S55	Mel129pa	Mal
cy128_CD45pos_S185	Mel128	T.cell
cy128_CD45pos_S156	Mel128	B.cell
cy121.1_CD45pos_S300	Mel121.1	Macrophage
cy129_CD45negCD90neg_S2	Mel129pa	Mal
cy121.1_CD45pos_S374	Mel121.1	B.cell
cy129_CD45negCD90neg_S6	Mel129pa	Mal
cy128_CD45pos_S122	Mel128	B.cell
cy129_CD45negCD90neg_S65	Mel129pa	Mal
cy121.1_CD45pos_S333	Mel121.1	Macrophage
cy129_CD45negCD90neg_S91	Mel129pa	Mal
cy128_CD45neg_S250	Mel128	Mal
cy121.1_CD45pos_S312	Mel121.1	Macrophage
cy128_CD45pos_S136	Mel128	B.cell
cy121.1_CD45pos_S366	Mel121.1	T.cell
cy128_CD45pos_S152	Mel128	T.CD4
cy121.1_CD45pos_S360	Mel121.1	T.CD4
cy121.1_CD45pos_S355	Mel121.1	T.CD8
cy128_CD45pos_S130	Mel128	B.cell
cy129_CD45negCD90neg_S25	Mel129pa	Mal
cy121.1_CD45pos_S341	Mel121.1	T.cell
cy128_CD45pos_S112	Mel128	T.cell
cy128_CD45neg_S219	Mel128	?
cy121.1_CD45pos_S303	Mel121.1	T.CD4
cy128_CD45neg_S255	Mel128	Mal
cy129_CD45negCD90neg_S43	Mel129pa	Mal
cy128_CD45pos_S133	Mel128	T.CD4
cy128_CD45pos_S101	Mel128	T.CD4
cy128_CD45pos_S165	Mel128	T.cell
cy121.1_CD45pos_S299	Mel121.1	T.cell
cy128_CD45pos_S97	Mel128	B.cell
cy121.1_CD45pos_S290	Mel121.1	T.CD8
cy121.1_CD45pos_S362	Mel121.1	T.cell
cy121.1_CD45pos_S327	Mel121.1	T.CD4
cy129_CD45negCD90neg_S22	Mel129pa	Mal
cy121.1_CD45pos_S324	Mel121.1	T.cell
cy129_CD45negCD90neg_S72	Mel129pa	Mal
cy128_CD45pos_S116	Mel128	B.cell
cy128_CD45pos_S141	Mel128	T.CD8
cy129_CD45negCD90neg_S79	Mel129pa	Mal
cy129_CD45negCD90neg_S7	Mel129pa	Mal
cy128_CD45pos_S109	Mel128	T.cell
cy128_CD45pos_S159	Mel128	T.CD4
cy128_CD45neg_S209	Mel128	Mal
cy121.1_CD45pos_S301	Mel121.1	T.CD8
cy121.1_CD45pos_S294	Mel121.1	T.cell
cy128_CD45neg_S194	Mel128	Mal
cy128_CD45pos_S180	Mel128	B.cell
cy128_CD45pos_S187	Mel128	B.cell
cy121.1_CD45pos_S381	Mel121.1	Macrophage
cy121.1_CD45pos_S309	Mel121.1	T.CD8
cy128_CD45pos_S186	Mel128	T.CD4
cy129_CD45negCD90neg_S3	Mel129pa	Mal
cy121.1_CD45pos_S336	Mel121.1	T.cell
cy128_CD45pos_S144	Mel128	T.CD4
cy128_CD45neg_S231	Mel128	Mal
cy128_CD45pos_S150	Mel128	T.CD4
cy128_CD45neg_S275	Mel128	Mal
cy128_CD45pos_S173	Mel128	T.cell
cy128_CD45neg_S216	Mel128	Mal
cy129_CD45negCD90neg_S70	Mel129pa	Mal
cy121.1_CD45pos_S293	Mel121.1	T.CD8
cy128_CD45pos_S179	Mel128	T.CD8
cy128_CD45pos_S125	Mel128	T.cell
cy129_CD45negCD90neg_S60	Mel129pa	Mal
cy121.1_CD45pos_S289	Mel121.1	T.cell
cy121.1_CD45pos_S297	Mel121.1	B.cell
cy128_CD45neg_S256	Mel128	Mal
cy129_CD45negCD90neg_S26	Mel129pa	Mal
cy128_CD45pos_S190	Mel128	B.cell
cy121.1_CD45pos_S334	Mel121.1	T.CD8
cy128_CD45pos_S151	Mel128	T.CD4
cy129_CD45negCD90neg_S85	Mel129pa	Mal
cy121.1_CD45pos_S376	Mel121.1	T.CD8
cy129_CD45negCD90neg_S87	Mel129pa	Mal
cy121.1_CD45pos_S351	Mel121.1	NK
cy128_CD45pos_S155	Mel128	T.CD8
cy129_CD45negCD90neg_S32	Mel129pa	Mal
cy128_CD45neg_S283	Mel128	Mal
cy128_CD45neg_S196	Mel128	Mal
cy128_CD45neg_S213	Mel128	Mal
cy121.1_CD45pos_S325	Mel121.1	T.CD8
cy129_CD45negCD90neg_S46	Mel129pa	Mal
cy129_CD45negCD90neg_S1	Mel129pa	Mal
cy128_CD45neg_S281	Mel128	Mal
cy128_CD45pos_S127	Mel128	T.CD4
cy128_CD45pos_S143	Mel128	B.cell
cy128_CD45pos_S182	Mel128	T.CD4
cy129_CD45negCD90neg_S8	Mel129pa	Mal
cy121.1_CD45pos_S348	Mel121.1	T.cell
cy129_CD45negCD90neg_S78	Mel129pa	Mal
cy128_CD45pos_S142	Mel128	B.cell
cy121.1_CD45pos_S307	Mel121.1	T.CD8
cy121.1_CD45pos_S311	Mel121.1	T.cell
cy121.1_CD45pos_S379	Mel121.1	T.CD4
cy128_CD45neg_S261	Mel128	Mal
cy128_CD45neg_S193	Mel128	Mal
cy121.1_CD45pos_S372	Mel121.1	T.CD8
cy121.1_CD45pos_S339	Mel121.1	T.CD8
cy129_CD45negCD90neg_S56	Mel129pa	Mal
cy129_CD45negCD90neg_S54	Mel129pa	Mal
cy121.1_CD45pos_S354	Mel121.1	T.cell
cy121.1_CD45pos_S343	Mel121.1	NK
cy121.1_CD45pos_S323	Mel121.1	B.cell
cy129_CD45negCD90neg_S86	Mel129pa	Mal
cy121.1_CD45pos_S382	Mel121.1	T.cell
cy128_CD45neg_S233	Mel128	Mal
cy121.1_CD45pos_S335	Mel121.1	T.CD4
cy129_CD45negCD90neg_S27	Mel129pa	Mal
cy128_CD45neg_S277	Mel128	Mal
cy129_CD45negCD90neg_S4	Mel129pa	Mal
cy121.1_CD45pos_S295	Mel121.1	T.CD4
cy129_CD45negCD90neg_S44	Mel129pa	Mal
cy128_CD45neg_S265	Mel128	Mal
cy129_CD45negCD90neg_S68	Mel129pa	Mal
cy121.1_CD45pos_S370	Mel121.1	T.CD4
cy121.1_CD45pos_S330	Mel121.1	T.CD4
cy129_CD45negCD90neg_S75	Mel129pa	Mal
cy121.1_CD45pos_S345	Mel121.1	T.cell
cy121.1_CD45pos_S320	Mel121.1	Macrophage
cy129_CD45negCD90neg_S18	Mel129pa	Mal
cy128_CD45neg_S200	Mel128	Mal
cy121.1_CD45pos_S373	Mel121.1	T.cell
cy121.1_CD45pos_S310	Mel121.1	Macrophage
cy128_CD45pos_S160	Mel128	B.cell
cy129_CD45negCD90neg_S28	Mel129pa	Mal
cy128_CD45pos_S161	Mel128	Macrophage
cy121.1_CD45pos_S350	Mel121.1	T.CD8
cy121.1_CD45pos_S346	Mel121.1	B.cell
cy128_CD45pos_S138	Mel128	B.cell
cy128_CD45neg_S229	Mel128	Mal
cy128_CD45neg_S212	Mel128	Mal
cy128_CD45pos_S172	Mel128	B.cell
cy128_CD45pos_S134	Mel128	T.CD4
cy128_CD45neg_S232	Mel128	?
cy121.1_CD45pos_S364	Mel121.1	?
cy129_CD45negCD90neg_S41	Mel129pa	Mal
cy129_CD45negCD90neg_S53	Mel129pa	Mal
cy128_CD45pos_S181	Mel128	B.cell
cy128_CD45pos_S178	Mel128	T.CD8
cy129_CD45negCD90neg_S14	Mel129pa	Mal
cy121.1_CD45pos_S368	Mel121.1	T.CD4
cy121.1_CD45pos_S367	Mel121.1	Macrophage
cy129_CD45negCD90neg_S23	Mel129pa	Mal
cy128_CD45pos_S183	Mel128	T.CD8
cy121.1_CD45pos_S352	Mel121.1	T.cell
cy128_CD45neg_S248	Mel128	Mal
cy128_CD45pos_S140	Mel128	T.CD4
cy121.1_CD45pos_S383	Mel121.1	T.CD4
cy128_CD45pos_S147	Mel128	Macrophage
cy129_CD45negCD90neg_S9	Mel129pa	Mal
cy128_CD45neg_S243	Mel128	?
cy129_CD45negCD90neg_S71	Mel129pa	Mal
cy121.1_CD45pos_S316	Mel121.1	T.cell
cy128_CD45pos_S171	Mel128	B.cell
cy121.1_CD45pos_S375	Mel121.1	T.CD8
cy129_CD45negCD90neg_S76	Mel129pa	Mal
cy121.1_CD45pos_S347	Mel121.1	Macrophage
