Unnamed: 0,cell,seurat,ascend,cellRanger,cidr,clue,countClust,RaceID,rca,SAFE,SAME_AIC,SAME_BIC,sc3,scran,seurat_y,simlr,truth,tscan,paper
3290,CY89A_Core_15_B07_S19_comb,13,1,1,2,4,3,1277,3,1,2,9,23,1,9,14,T Cell,3,2
3291,CY89A_Core_15_A06_S6_comb,2,1,1,2,1,3,1565,3,1,9,15,11,1,1,14,T Cell,3,2
3292,CY89A_CD45_POS_4_G07_S463_comb,2,1,2,2,10,1,1669,3,1,14,16,11,1,1,14,T Cell,1,2
3293,CY89A_CD45_POS_4_G04_S460_comb,13,1,1,5,4,3,1,3,1,2,9,23,7,9,14,T Cell,3,2
3294,CY89A_CD45_POS_6_H02_S182_comb,2,1,1,7,1,3,262,3,1,9,15,11,1,1,14,T Cell,3,2
3295,CY89A_CD45_POS_6_H01_S181_comb,1,1,6,4,10,1,1987,2,2,18,10,5,3,1,14,T Cell,1,2
3296,CY89A_Core_15_F07_S67_comb,2,1,1,2,1,4,2142,3,1,1,2,11,1,1,14,T Cell,4,2
3297,CY89A_CD45_POS_6_F09_S165_comb,5,1,2,2,10,1,899,3,1,14,16,11,1,1,14,T Cell,1,2
3298,CY89A_CD45_POS_6_C09_S129_comb,1,1,2,4,10,3,756,2,2,18,10,5,3,1,3,T Cell,3,2
3299,CY89A_CD45_POS_4_F06_S450_comb,3,1,4,1,11,1,650,4,3,10,14,1,4,3,7,B Cell,1,3
3300,CY89A_Core_15_H09_S93_comb,2,1,2,2,10,1,2128,3,1,14,16,11,1,1,14,T Cell,1,2
3301,CY89A_CD45_POS_6_G01_S169_comb,3,1,4,1,11,1,1135,4,3,10,14,1,4,3,7,B Cell,1,3
3302,CY89A_CD45_POS_6_B09_S117_comb,3,1,4,1,11,3,866,4,3,7,12,1,4,3,7,B Cell,3,3
3303,CY89A_Core_15_A12_S12_comb,2,1,2,2,10,1,1897,3,1,14,16,11,1,1,14,T Cell,1,2
3304,CY89A_Core_15_B10_S22_comb,3,1,4,1,11,1,1238,4,3,10,14,1,4,3,7,B Cell,1,3
3305,CY89A_CD45_POS_4_C10_S418_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3306,CY89A_Core_15_E04_S52_comb,3,1,4,7,11,3,1,4,3,7,12,1,4,3,7,B Cell,3,3
3307,CY89A_CD45_POS_4_B09_S405_comb,3,1,4,1,11,1,1779,4,3,10,14,1,4,3,7,B Cell,1,3
3308,CY89A_Core_15_H11_S95_comb,3,1,4,1,11,1,1986,4,3,10,14,1,4,3,7,B Cell,1,3
3309,CY89A_CD45_POS_10_H06_S282_comb,2,1,1,4,1,3,281,3,1,9,15,11,1,1,14,T Cell,3,2
3310,CY89A_CD45_POS_4_E08_S440_comb,3,1,4,1,11,1,1981,4,3,10,14,1,4,3,7,B Cell,1,3
3311,CY89A_CD45_POS_10_E04_S244_comb,13,1,1,5,4,3,1,17,1,2,9,23,7,9,14,T Cell,3,2
3312,CY89A_CD45_POS_4_F03_S447_comb,13,1,1,5,4,3,1,2,1,2,9,23,7,9,14,T Cell,3,2
3313,CY89A_Core_15_A03_S3_comb,3,1,4,7,11,3,1050,4,3,7,12,1,4,3,7,B Cell,3,3
3314,CY89A_CD45_POS_6_D11_S143_comb,9,2,7,7,8,3,105,5,5,5,7,22,7,7,13,Macrophage,3,4
3315,CY89A_CD45_POS_4_F11_S455_comb,3,1,4,1,11,1,2127,4,3,10,14,1,4,3,7,B Cell,1,3
3316,CY89A_CD45_POS_4_D09_S429_comb,10,1,6,4,9,1,279,16,4,22,8,18,8,6,9,T Cell,1,2
3317,CY89A_Core_15_E12_S60_comb,5,1,1,2,10,3,992,2,1,20,15,13,1,1,14,T Cell,3,2
3318,CY89A_Core_15_A10_S10_comb,3,1,4,1,11,3,1557,4,3,7,12,1,4,3,7,B Cell,3,3
3319,CY89A_Core_15_D02_S38_comb,3,1,4,1,11,1,1866,4,3,10,14,1,4,3,7,B Cell,1,3
3320,CY89A_CD45_POS_10_E07_S247_comb,5,1,1,4,1,3,983,3,1,9,15,11,1,1,14,T Cell,3,2
3321,CY89A_CD45_POS_4_C01_S409_comb,5,1,2,4,10,1,1290,3,1,18,5,17,3,2,14,T Cell,1,2
3322,CY89A_CD45_POS_6_G04_S172_comb,5,1,1,2,1,3,481,3,1,9,15,11,1,1,14,T Cell,3,2
3323,CY89A_CD45_POS_6_A01_S97_comb,5,1,2,2,1,4,1198,3,1,1,2,11,1,1,14,T Cell,4,2
3324,CY89A_CD45_POS_4_G03_S459_comb,2,1,2,2,10,1,1342,3,1,14,16,11,1,1,14,T Cell,1,2
3325,CY89A_Core_15_F10_S70_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3326,CY89A_Core_15_H03_S87_comb,5,1,1,2,1,3,663,3,1,9,15,9,1,1,14,T Cell,3,2
3327,CY89A_Core_15_E03_S51_comb,2,1,1,2,1,4,842,3,1,1,2,11,1,1,14,T Cell,4,2
3328,CY89A_CD45_POS_6_B05_S113_comb,3,1,4,1,11,1,312,4,3,10,14,1,4,3,7,B Cell,1,3
3329,CY89A_Core_15_F08_S68_comb,2,1,1,2,1,3,397,3,1,9,15,11,1,1,14,T Cell,3,2
3330,CY89A_CD45_POS_10_F11_S263_comb,1,1,2,4,10,1,1266,2,2,18,10,5,3,1,14,T Cell,1,2
3331,CY89A_Core_15_D07_S43_comb,3,1,4,1,11,1,1550,4,3,10,14,1,4,3,7,B Cell,1,3
3332,CY89A_CD45_POS_6_G08_S176_comb,3,1,4,1,11,1,1571,4,3,10,14,1,4,3,7,B Cell,1,3
3333,CY89A_CD45_POS_4_E03_S435_comb,3,1,4,1,11,3,1640,4,3,7,12,1,4,3,7,B Cell,3,3
3334,CY89A_CD45_POS_10_F12_S264_comb,1,1,2,4,10,1,1210,2,2,18,10,5,3,1,7,T Cell,1,2
3335,CY89A_CD45_POS_6_B04_S112_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3336,CY89A_CD45_POS_6_A09_S105_comb,3,1,4,1,11,1,502,4,3,10,14,1,4,3,7,B Cell,1,3
3337,CY89A_CD45_POS_6_C05_S125_comb,10,1,6,2,9,1,1982,3,1,22,8,9,8,6,9,T Cell,1,2
3338,CY89A_CD45_POS_10_A05_S197_comb,1,1,2,4,10,1,1659,2,2,18,10,5,3,1,14,T Cell,1,2
3339,CY89A_CD45_POS_4_F01_S445_comb,3,1,4,1,11,1,1276,4,3,10,14,1,4,3,7,B Cell,1,3
3340,CY89COREQ1_C11_S323_comb,1,1,2,4,10,1,1707,2,2,18,10,5,3,1,14,T Cell,1,2
3341,CY89COREQ1_G02_S362_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3342,CY89COREQ1_A01_S289_comb,9,2,7,5,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3343,CY89NEG_C11_S35_comb,14,2,9,7,3,5,819,8,7,21,6,25,6,12,12,Endothelial,5,5
3344,CY89COREQ1_A02_S290_comb,1,1,2,4,10,1,1261,2,2,18,10,5,3,1,14,T Cell,1,2
3345,CY89NEG_E07_S55_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3346,CY89CORE11_G02_S170_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3347,CY89COREQ1_A04_S292_comb,5,1,2,2,10,1,1500,2,1,14,5,17,1,1,14,T Cell,1,2
3348,CY89CORE11_A11_S107_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3349,CY89COREQ1_E09_S345_comb,2,1,1,2,1,1,883,3,1,14,16,11,1,1,14,T Cell,1,2
3350,CY89COREQ1_B07_S307_comb,2,1,2,2,10,1,1171,3,1,14,16,11,1,1,14,T Cell,1,2
3351,CY75_1FNA_E07_S535_comb,1,1,2,4,10,1,951,2,1,4,10,5,1,2,14,T Cell,1,2
3352,CY89COREQ1_H02_S374_comb,3,1,4,1,11,1,1720,4,3,10,14,1,4,3,7,B Cell,1,3
3353,CY89CORE11_F05_S161_comb,8,2,3,3,6,2,15,1,8,12,3,29,2,9,4,Melanoma,2,1
3354,CY89NEG_C03_S27_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3355,CY89CORE11_B10_S118_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3356,CY89FNA_C01_S217_comb,1,1,2,4,10,1,1526,2,2,18,10,5,3,1,14,T Cell,1,2
3357,CY89COREQ1_H09_S381_comb,1,1,2,4,10,1,1611,2,2,18,10,5,3,1,14,T Cell,1,2
3358,CY89NEG_B03_S15_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3359,CY89COREQ1_F11_S359_comb,2,1,1,2,1,4,571,3,1,1,2,11,1,1,14,T Cell,4,2
3360,CY89FNA_E08_S248_comb,3,1,4,1,11,3,514,4,3,7,12,1,4,3,7,B Cell,3,3
3361,CY89NEG_G01_S73_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3362,CY89FNAQ2_F06_S450_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3363,CY89CORE11_A04_S100_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3364,CY89NEG_H11_S95_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3365,CY89COREQ1_D09_S333_comb,13,1,1,7,4,3,1,3,1,2,9,23,7,9,14,T Cell,3,2
3366,CY89NEG_F05_S65_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3367,CY89COREQ1_H03_S375_comb,3,1,4,1,11,3,477,4,3,7,12,1,4,3,7,B Cell,3,3
3368,CY89NEG_F07_S67_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3369,CY89CORE11_E10_S154_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3370,CY89NEG_E06_S54_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3371,CY89FNAQ2_G07_S463_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3372,CY89CORE11_B04_S112_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3373,CY89FNA_G11_S275_comb,2,1,2,2,10,1,1976,3,1,14,16,11,1,1,14,T Cell,1,2
3374,CY89COREQ1_F09_S357_comb,2,1,1,2,1,4,436,3,1,1,2,11,1,1,14,T Cell,4,2
3375,CY89CORE11_A05_S101_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3376,CY89CORE11_B06_S114_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3377,CY89NEG_A06_S6_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3378,CY75_1FNA_G09_S561_comb,1,1,2,4,10,1,1940,2,1,4,5,20,1,2,14,T Cell,1,2
3379,CY89CORE11_D09_S141_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3380,CY89FNAQ2_B02_S398_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3381,CY75_1FNA_A08_S488_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3382,CY89FNAQ2_C04_S412_comb,12,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3383,CY75_1FNA_G07_S559_comb,1,1,6,4,10,1,1366,2,2,4,10,5,3,2,14,T Cell,1,2
3384,CY89FNA_E05_S245_comb,3,1,4,1,11,1,1236,4,3,10,14,1,4,3,7,B Cell,1,3
3385,CY89COREQ1_G08_S368_comb,9,2,7,5,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3386,CY89FNA_D02_S230_comb,1,1,2,4,10,1,1846,2,2,18,10,5,3,1,14,T Cell,1,2
3387,CY89COREQ1_E05_S341_comb,3,1,4,1,11,1,1283,4,3,10,14,1,4,3,7,B Cell,1,3
3388,CY89COREQ1_H07_S379_comb,2,1,2,2,10,1,1339,3,1,14,16,11,1,1,14,T Cell,1,2
3389,CY75_1FNA_H02_S566_comb,5,1,2,4,10,1,1328,2,1,4,5,20,1,2,14,T Cell,1,2
3390,CY75_1FNA_G12_S564_comb,2,1,2,2,10,1,2230,3,1,14,16,8,1,2,14,T Cell,1,2
3391,CY89NEG_H06_S90_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3392,CY89FNAQ2_H03_S471_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3393,CY75_1FNA_F01_S541_comb,5,1,2,2,10,1,1452,3,1,14,5,12,1,2,14,T Cell,1,2
3394,CY89CORE11_F03_S159_comb,6,2,3,3,6,2,2,1,8,12,3,29,2,5,4,Melanoma,2,1
3395,CY89FNAQ2_B10_S406_comb,6,2,6,3,9,2,2,6,8,15,4,29,8,6,9,Melanoma,2,1
3396,CY89COREQ1_B04_S304_comb,5,1,1,7,10,1,935,2,1,4,5,5,1,1,14,T Cell,1,2
3397,CY89FNA_A02_S194_comb,1,1,2,4,10,3,1392,2,2,18,10,5,3,1,14,T Cell,3,2
3398,CY89COREQ1_C03_S315_comb,2,1,1,2,1,4,935,3,1,1,2,11,1,1,14,T Cell,4,2
3399,CY89NEG_A03_S3_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3400,CY89COREQ1_D01_S325_comb,1,1,2,4,10,1,1252,2,2,18,5,13,1,1,7,T Cell,1,2
3401,CY89FNAQ2_C01_S409_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3402,CY89CORE11_G08_S176_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3403,CY89FNA_A03_S195_comb,5,1,2,4,10,1,2404,3,1,14,5,15,1,1,14,NK,1,7
3404,CY89COREQ1_D03_S327_comb,1,1,6,4,10,1,2509,2,1,4,10,5,1,2,14,T Cell,1,2
3405,CY89NEG_A02_S2_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3406,CY89FNA_C06_S222_comb,3,1,4,1,11,3,1249,4,3,7,12,1,4,3,7,B Cell,3,3
3407,CY89NEG_E02_S50_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3408,CY89CORE11_F07_S163_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3409,CY89COREQ1_E02_S338_comb,2,1,2,2,10,1,449,3,1,14,16,11,1,1,14,T Cell,1,2
3410,CY89CORE11_A09_S105_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3411,CY89COREQ1_E11_S347_comb,3,1,4,1,11,1,865,4,3,10,14,1,4,3,7,B Cell,1,3
3412,CY89NEG_D12_S48_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3413,CY89FNA_G10_S274_comb,1,1,2,4,10,3,618,2,2,18,10,5,3,1,14,T Cell,3,2
3414,CY89COREQ1_C02_S314_comb,3,1,4,1,11,1,1046,4,3,10,14,1,4,3,7,B Cell,1,3
3415,CY89CORE11_C08_S128_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3416,CY89FNA_G05_S269_comb,3,1,4,1,11,1,1868,4,3,10,14,1,4,3,7,B Cell,1,3
3417,CY89CORE11_D11_S143_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3418,CY89FNA_E07_S247_comb,3,1,4,1,11,1,818,4,3,10,14,1,4,3,7,B Cell,1,3
3419,CY89COREQ1_D10_S334_comb,1,1,2,4,10,1,918,2,2,18,10,5,3,1,14,T Cell,1,2
3420,CY89FNA_C08_S224_comb,2,1,1,2,1,3,1272,3,1,9,15,11,1,1,14,T Cell,3,2
3421,CY89FNA_G03_S267_comb,3,1,4,1,11,1,590,4,3,10,14,1,4,3,7,B Cell,1,3
3422,CY89CORE11_H06_S186_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3423,CY89FNAQ2_F12_S456_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3424,CY89COREQ1_F05_S353_comb,3,1,4,1,11,1,896,4,3,10,14,1,4,3,7,B Cell,1,3
3425,CY89FNA_D07_S235_comb,2,1,1,2,1,3,1945,3,1,9,15,11,1,1,14,T Cell,3,2
3426,CY89COREQ1_D11_S335_comb,2,1,1,7,1,4,1,3,1,1,2,11,1,1,14,T Cell,4,2
3427,CY89FNA_G02_S266_comb,13,1,1,7,4,3,1,3,1,2,9,23,7,9,14,T Cell,3,2
3428,CY89NEG_F04_S64_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3429,CY89NEG_D05_S41_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3430,CY75_1FNA_E11_S539_comb,10,1,6,2,1,1,2454,3,1,14,16,16,1,2,9,T Cell,1,2
3431,CY89NEG_F08_S68_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3432,CY89CORE11_D05_S137_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3433,CY89COREQ1_E06_S342_comb,13,1,1,7,4,3,1,4,3,11,12,25,4,9,7,B Cell,3,3
3434,CY89CORE11_A03_S99_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3435,CY89FNA_A01_S193_comb,13,1,1,2,1,3,579,3,1,2,9,23,1,9,14,T Cell,3,2
3436,CY75_1FNA_H08_S572_comb,2,1,2,2,1,1,1264,3,1,14,16,15,1,2,14,T Cell,1,2
3437,CY89COREQ1_C12_S324_comb,3,1,4,1,11,1,827,4,3,10,14,1,4,3,7,B Cell,1,3
3438,CY89NEG_A07_S7_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3439,CY89COREQ1_B10_S310_comb,3,1,4,1,11,1,1025,4,3,10,14,1,4,3,7,B Cell,1,3
3440,CY89COREQ1_A08_S296_comb,2,1,1,2,1,4,577,3,1,1,2,11,1,1,14,T Cell,4,2
3441,CY89FNAQ2_G05_S461_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3442,CY75_1FNA_E12_S540_comb,1,1,2,4,10,1,1504,2,2,4,10,5,3,2,14,T Cell,1,2
3443,CY89NEG_B01_S13_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3444,CY89FNAQ2_C06_S414_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3445,CY89COREQ1_G11_S371_comb,3,1,4,1,11,1,1675,4,3,10,14,1,4,3,7,B Cell,1,3
3446,CY89CORE11_B08_S116_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3447,CY89CORE11_E12_S156_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3448,CY89COREQ1_D06_S330_comb,1,1,2,4,10,1,1608,2,2,18,10,5,3,1,14,T Cell,1,2
3449,CY89COREQ1_B08_S308_comb,3,1,4,1,11,1,499,4,3,10,14,1,4,3,7,B Cell,1,3
3450,CY89FNAQ2_D06_S426_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3451,CY89NEG_G08_S80_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3452,CY89COREQ1_G07_S367_comb,3,1,4,1,11,1,395,4,3,10,14,1,4,3,7,B Cell,1,3
3453,CY89FNAQ2_E10_S442_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3454,CY89FNA_A10_S202_comb,3,1,4,1,11,1,1690,4,3,10,14,1,4,3,7,B Cell,1,3
3455,CY89COREQ1_C04_S316_comb,2,1,1,7,1,3,1,2,1,20,15,11,1,1,14,T Cell,3,2
3456,CY89FNA_E03_S243_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3457,CY89CORE11_F10_S166_comb,12,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3458,CY89FNA_B10_S214_comb,2,1,2,4,10,1,1672,2,1,18,5,11,1,1,14,T Cell,1,2
3459,CY75_1FNA_G11_S563_comb,1,1,6,2,10,1,2073,2,1,4,5,18,1,2,14,T Cell,1,2
3460,CY89FNAQ2_G04_S460_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3461,CY75_1FNA_H09_S573_comb,1,1,6,4,10,1,2086,2,2,4,10,5,3,2,14,T Cell,1,2
3462,CY89FNA_C09_S225_comb,3,1,4,1,11,3,1710,4,3,7,12,1,4,3,7,B Cell,3,3
3463,CY89COREQ1_A12_S300_comb,2,1,1,2,1,4,383,3,1,1,2,11,1,1,14,T Cell,4,2
3464,CY89FNA_F05_S257_comb,2,1,2,2,1,3,1607,3,1,9,15,11,1,1,14,T Cell,3,2
3465,CY89COREQ1_B12_S312_comb,5,1,1,7,10,3,474,2,1,20,15,12,1,1,14,T Cell,3,2
3466,CY89NEG_A10_S10_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3467,CY75_1FNA_A10_S490_comb,1,1,6,4,10,1,2573,3,1,22,8,18,1,2,9,T Cell,1,2
3468,CY89NEG_A12_S12_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3469,CY89COREQ1_D04_S328_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3470,CY89FNAQ2_F05_S449_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3471,CY89COREQ1_B11_S311_comb,1,1,1,7,10,1,524,2,1,14,5,11,1,1,14,T Cell,1,2
3472,CY89COREQ1_E07_S343_comb,3,1,4,1,11,1,448,4,3,10,14,1,4,3,7,B Cell,1,3
3473,CY89NEG_C10_S34_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3474,CY89COREQ1_B06_S306_comb,3,1,4,1,11,1,1254,4,3,10,14,1,4,3,7,B Cell,1,3
3475,CY89FNA_A08_S200_comb,2,1,1,2,1,4,232,3,1,1,2,8,1,1,14,T Cell,4,2
3476,CY89NEG_E03_S51_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3477,CY89COREQ1_H01_S373_comb,3,1,4,1,11,1,1303,4,3,10,14,1,4,3,7,B Cell,1,3
3478,CY89COREQ1_D12_S336_comb,5,1,2,4,10,1,2279,2,1,18,5,17,1,1,14,T Cell,1,2
3479,CY89NEG_C02_S26_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3480,CY89COREQ1_D02_S326_comb,2,1,1,2,1,4,1216,3,1,1,2,11,1,1,14,T Cell,4,2
3481,CY75_1FNA_H11_S575_comb,1,1,6,4,10,1,2254,2,1,4,8,18,1,2,9,T Cell,1,2
3482,CY89FNA_B08_S212_comb,5,1,1,2,1,3,1016,3,1,9,15,11,1,1,14,T Cell,3,2
3483,CY89NEG_H01_S85_comb,6,2,3,6,6,2,2,1,8,12,3,29,2,5,4,Melanoma,2,1
3484,CY75_1FNA_F07_S547_comb,1,1,6,2,1,1,2102,3,1,22,8,5,1,2,9,T Cell,1,2
3485,CY89CORE11_A07_S103_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3486,CY75_1FNA_A05_S485_comb,5,1,6,4,10,1,2561,2,2,4,10,20,3,2,9,T Cell,1,2
3487,CY89COREQ1_G06_S366_comb,3,1,4,1,11,1,267,4,3,10,14,1,4,3,7,B Cell,1,3
3488,CY89NEG_B08_S20_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3489,CY89CORE11_E04_S148_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3490,CY75_1FNA_E03_S531_comb,10,1,6,2,9,1,1795,3,1,22,8,17,1,6,9,T Cell,1,2
3491,CY75_1FNA_F10_S550_comb,2,1,6,2,1,1,2375,3,1,14,16,8,1,2,14,T Cell,1,2
3492,CY89FNA_F07_S259_comb,2,1,1,2,1,4,634,3,1,1,2,11,1,1,14,T Cell,4,2
3493,CY89CORE11_H03_S183_comb,6,2,3,6,6,2,15,1,8,17,3,29,6,5,4,Melanoma,2,1
3494,CY89NEG_H10_S94_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3495,CY89NEG_C08_S32_comb,6,2,3,6,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3496,CY89FNAQ2_D09_S429_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3497,CY75_1FNA_F04_S544_comb,5,1,1,7,10,1,636,2,1,4,5,20,1,1,14,T Cell,1,2
3498,CY89CORE11_G10_S178_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3499,CY75_1FNA_F06_S546_comb,1,1,6,4,10,1,1770,2,2,4,10,5,3,2,14,T Cell,1,2
3500,CY89FNAQ2_G02_S458_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3501,CY89COREQ1_F06_S354_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3502,CY89COREQ1_G10_S370_comb,3,1,4,1,11,1,1437,4,3,10,14,1,4,3,7,B Cell,1,3
3503,CY75_1FNA_F12_S552_comb,2,1,2,2,1,1,1468,3,1,14,16,11,1,2,14,T Cell,1,2
3504,CY89FNAQ2_H05_S473_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3505,CY75_1FNA_A12_S492_comb,5,1,2,4,10,1,1183,2,1,4,5,12,1,2,14,T Cell,1,2
3506,CY89COREQ1_H10_S382_comb,3,1,4,1,11,1,1105,4,3,10,14,1,4,3,7,B Cell,1,3
3507,CY89COREQ1_E12_S348_comb,1,1,2,4,10,1,1908,2,2,18,10,5,3,1,14,T Cell,1,2
3508,CY89COREQ1_G05_S365_comb,1,1,2,4,10,1,1347,2,2,18,10,5,3,1,14,T Cell,1,2
3509,CY75_1FNA_H03_S567_comb,5,1,6,2,10,1,2059,3,1,14,16,8,1,1,14,T Cell,1,2
3510,CY89FNAQ2_E09_S441_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3511,CY89NEG_G05_S77_comb,6,2,3,6,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3512,CY89CORE11_G11_S179_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3513,CY89CORE11_B07_S115_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3514,CY89CORE11_D03_S135_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
3515,CY75_1FNA_G03_S555_comb,1,1,6,2,1,1,2191,3,1,22,8,18,1,2,9,T Cell,1,2
3516,CY89CORE11_D04_S136_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,4,Melanoma,2,1
