GeneSym	Count_NonImmune	NonImmuneEnrichment
NARS2	2	0.03
HNRNPH3	2	0.03
ATF7IP	2	0.03
SMAD3	2	0.03
ERAP1	2	0.03
SLC37A1	2	0.03
ME2	2	0.03
215565_at	2	0.03
CCNL1	2	0.03
PYHIN1	2	0.03
METT11D1	2	0.03
221960_s_at	2	0.03
RABGGTA	2	0.03
LPGAT1	2	0.03
ERLIN2	2	0.03
SLCO4A1	2	0.03
APOL3	2	0.03
NOP14	2	0.03
NARG1L	2	0.03
ZGPAT	2	0.03
214093_s_at	2	0.03
AP3D1	2	0.03
221877_at	2	0.03
CCDC59	2	0.03
221812_at	2	0.03
FPGS	2	0.03
212920_at	2	0.03
DSCR3	2	0.03
TM7SF3	2	0.03
DVL2	2	0.03
BAX	2	0.03
VPS16	2	0.03
RB1CC1	2	0.03
C10orf76	2	0.03
SMC6	2	0.03
DDX54	2	0.03
TMF1	2	0.03
METAP2	2	0.03
SAMD9	2	0.03
ZNF468	2	0.03
TTC31	2	0.03
ZNF673	2	0.03
MTERFD2	2	0.03
TOR1A	2	0.03
SNX4	2	0.03
ADCK2	2	0.03
PIP5K3	2	0.03
CASP8AP2	2	0.03
DDX23	2	0.03
40973	2	0.03
NOL8	2	0.03
LIME1	2	0.03
SPATA2L	2	0.03
WDR60	2	0.03
GOLT1B	2	0.03
TREX1	2	0.03
HIPK3	2	0.03
INTS12	2	0.03
220494_s_at	2	0.03
ASMTL	2	0.03
HEMK1	2	0.03
FAM173A	2	0.03
THSD1P	2	0.03
PBRM1	2	0.03
CCDC101	2	0.03
ATP9B	2	0.03
53912_at	2	0.03
PSPC1	2	0.03
NOD1	2	0.03
SECISBP2	2	0.03
KIAA0831	2	0.03
CLP1	2	0.03
PML	2	0.03
CNNM3	2	0.03
TMEM57	2	0.03
HSF2	2	0.03
DCPS	2	0.03
SOCS6	2	0.03
CEBPZ	2	0.03
200908_s_at	2	0.03
MUC6	2	0.03
C3orf63	2	0.03
POLE3	2	0.03
DENND1B	2	0.03
222282_at	2	0.03
EIF2AK3	2	0.03
OSBP	2	0.03
C9orf78	2	0.03
PRPF3	2	0.03
ORC2L	2	0.03
UBXN1	2	0.03
ZNF263	2	0.03
ABCE1	2	0.03
RAB5C	2	0.03
FLJ11506	2	0.03
UBXN8	2	0.03
PPIH	2	0.03
ING2	2	0.03
VAMP7	2	0.03
FAM136A	2	0.03
PPP1R2	2	0.03
FLJ20628	2	0.03
INTS8	2	0.03
ZNF24	2	0.03
SLMO2	2	0.03
SOLH	2	0.03
219599_at	2	0.03
STX7	2	0.03
TXN2	2	0.03
TUBGCP3	2	0.03
PRDM10	2	0.03
GMFB	2	0.03
EFTUD1	2	0.03
RNF14	2	0.03
THAP11	2	0.03
GADD45B	2	0.03
NAB2	2	0.03
FUS	2	0.03
DGCR14	2	0.03
SDF4	2	0.03
C1orf27	2	0.03
LYPLA2P1	2	0.03
PNN	2	0.03
ZNF573	2	0.03
NENF	2	0.03
FOSB	2	0.03
ZNF83	2	0.03
221963_x_at	2	0.03
ZNF451	2	0.03
210596_at	2	0.03
SMC5	2	0.03
DUS1L	2	0.03
NBPF10	2	0.03
TCF12	2	0.03
ANKRD36B	2	0.03
RPAP2	2	0.03
NME3	2	0.03
DHDDS	2	0.03
TAF1D	2	0.03
COG2	2	0.03
ITPR2	2	0.03
C14orf104	2	0.03
ZNF592	2	0.03
CIAO1	2	0.03
PDCL	2	0.03
81811_at	2	0.03
SETDB1	2	0.03
217523_at	2	0.03
203169_at	2	0.03
CNPY2	2	0.03
NRBP1	2	0.03
TOE1	2	0.03
SLC25A32	2	0.03
MPG	2	0.03
214116_at	2	0.03
212866_at	2	0.03
CSTF2T	2	0.03
CHMP4A	2	0.03
CSPP1	2	0.03
PAF1	2	0.03
FTSJ2	2	0.03
207953_at	2	0.03
LEMD3	2	0.03
TMOD3	2	0.03
SIRT6	2	0.03
RAB21	2	0.03
CD2BP2	2	0.03
C1orf174	2	0.03
THOC2	2	0.03
EIF2S3	2	0.03
LIN7C	2	0.03
ZNF672	2	0.03
VPS11	2	0.03
ELF2	2	0.03
GALK2	2	0.03
SPATA5L1	2	0.03
ARL6IP4	2	0.03
RBM25	2	0.03
ATRX	2	0.03
EIF3B	2	0.03
SSB	2	0.03
209006_s_at	2	0.03
SLC35B1	2	0.03
GATAD1	2	0.03
C19orf60	2	0.03
KIAA0776	2	0.03
RNF126	2	0.03
AP1B1	2	0.03
CEP350	2	0.03
SLC33A1	2	0.03
PDPK1	2	0.03
213015_at	2	0.03
BBS4	2	0.03
SMEK1	2	0.03
C17orf63	2	0.03
ATP13A1	2	0.03
SF3B1	2	0.03
WDR32	2	0.03
POT1	2	0.03
ACAD8	2	0.03
212511_at	2	0.03
210733_at	2	0.03
FBXO38	2	0.03
TMEM185B	2	0.03
221878_at	2	0.03
UBA3	2	0.03
INSIG2	2	0.03
NT5C1B	2	0.03
GTF3C4	2	0.03
UBXN4	2	0.03
GRAMD4	2	0.03
TEX264	2	0.03
VAMP5	2	0.03
202970_at	2	0.03
NCAPH2	2	0.03
EML2	2	0.03
HISPPD1	2	0.03
C9orf82	2	0.03
AP4S1	2	0.03
CNOT6	2	0.03
MAP2K6	2	0.03
KIAA0947	2	0.03
TSFM	2	0.03
PXMP3	2	0.03
PCMTD2	2	0.03
CDC37	2	0.03
PHF2	2	0.03
ASCC3	2	0.03
213872_at	2	0.03
203801_at	2	0.03
HIF1AN	2	0.03
204075_s_at	2	0.03
CLCC1	2	0.03
TSNAX	2	0.03
213642_at	2	0.03
C1D	2	0.03
CCDC90B	2	0.03
LOC643751	2	0.03
ANP32A	2	0.03
POLG2	2	0.03
HELZ	2	0.03
B4GALT7	2	0.03
MORC2	2	0.03
ASNSD1	2	0.03
215123_at	2	0.03
216558_x_at	2	0.03
LARP7	2	0.03
C19orf50	2	0.03
MAP3K11	2	0.03
CBWD6	2	0.03
DDX56	2	0.03
NT5C	2	0.03
MED12	2	0.03
ZNF652	2	0.03
PRR14	2	0.03
C1GALT1	2	0.03
AMFR	2	0.03
STYXL1	2	0.03
213179_at	2	0.03
215032_at	2	0.03
213728_at	2	0.03
TOMM22	2	0.03
212999_x_at	2	0.03
GIGYF2	2	0.03
TRAF4	2	0.03
215392_at	2	0.03
AKT1	2	0.03
204807_at	2	0.03
SAV1	2	0.03
MBD3	2	0.03
222369_at	2	0.03
PIK3CA	2	0.03
KPNA6	2	0.03
MAP3K1	2	0.03
FAM18B	2	0.03
EBAG9	2	0.03
C21orf2	2	0.03
222145_at	2	0.03
RNF7	2	0.03
213838_at	2	0.03
STRN3	2	0.03
EIF5A	2	0.03
IBTK	2	0.03
DPH2	2	0.03
CENPB	2	0.03
NR1H2	2	0.03
UBE2V2	2	0.03
HMBOX1	2	0.03
ANAPC2	2	0.03
EFHA1	2	0.03
SENP3	2	0.03
220989_s_at	2	0.03
B3GAT3	2	0.03
LOC440350	2	0.03
ZNF665	2	0.03
PEX14	2	0.03
GPR107	2	0.03
PGA4	1	0.01
GKN1	1	0.01
UMOD	1	0.01
POMC	1	0.01
DEFA6	1	0.01
LOR	1	0.01
KRT2	1	0.01
PSG2	1	0.01
216405_at	1	0.01
FCGR3B	1	0.01
MUC5B	1	0.01
LCT	1	0.01
VNN2	1	0.01
LEFTY1	1	0.01
PMCH	1	0.01
DNTT	1	0.01
KLK2	1	0.01
AVP	1	0.01
MS4A1	1	0.01
PGDS	1	0.01
NKG7	1	0.01
CSF3R	1	0.01
KISS1	1	0.01
CHIA	1	0.01
CCL8	1	0.01
NCF2	1	0.01
SEMG1	1	0.01
POU5F1	1	0.01
IL8RB	1	0.01
EBI3	1	0.01
PRF1	1	0.01
CYP1B1	1	0.01
KLRF1	1	0.01
CYTL1	1	0.01
ALPI	1	0.01
TARP	1	0.01
DSC1	1	0.01
APOA4	1	0.01
CCL3L1	1	0.01
CCL18	1	0.01
CCL4L1	1	0.01
INDO	1	0.01
KMO	1	0.01
GZMH	1	0.01
MS4A2	1	0.01
IL2RB	1	0.01
S100A12	1	0.01
PASK	1	0.01
VNN3	1	0.01
CCL25	1	0.01
IL8	1	0.01
VPREB1	1	0.01
TLR2	1	0.01
SDS	1	0.01
TRDN	1	0.01
ANXA13	1	0.01
C9	1	0.01
CD79B	1	0.01
RAG1	1	0.01
MSR1	1	0.01
APOBEC3A	1	0.01
CLDN6	1	0.01
NPHS2	1	0.01
TRIM58	1	0.01
BCL2A1	1	0.01
BACH2	1	0.01
SLAMF8	1	0.01
ADA	1	0.01
CYP27B1	1	0.01
CCL7	1	0.01
FCGR1A	1	0.01
GHRHR	1	0.01
CDA	1	0.01
FLVCR2	1	0.01
GPR18	1	0.01
FGR	1	0.01
LEF1	1	0.01
MXD1	1	0.01
CSF2RA	1	0.01
GPC4	1	0.01
TREM1	1	0.01
CD2	1	0.01
CD79A	1	0.01
CDSN	1	0.01
RIPK2	1	0.01
LCE2B	1	0.01
OASL	1	0.01
SOX4	1	0.01
STK11	1	0.01
NCF4	1	0.01
SLC43A3	1	0.01
CD1D	1	0.01
IL15RA	1	0.01
CRTAM	1	0.01
ARHGAP26	1	0.01
IL10RA	1	0.01
PPY	1	0.01
ALPPL2	1	0.01
INSL4	1	0.01
TGM4	1	0.01
WHSC1	1	0.01
KCNK2	1	0.01
HAS1	1	0.01
REPS2	1	0.01
CTNS	1	0.01
OLR1	1	0.01
TNFSF9	1	0.01
PDSS1	1	0.01
TRAT1	1	0.01
GDF3	1	0.01
MAPK14	1	0.01
KCNJ1	1	0.01
TREH	1	0.01
PILRA	1	0.01
AFFX-TrpnX-3_at	1	0.01
COPA	1	0.01
IL15	1	0.01
MS4A12	1	0.01
KRT12	1	0.01
ARHGAP25	1	0.01
GK	1	0.01
DNASE2B	1	0.01
AFFX-TrpnX-5_at	1	0.01
AFFX-TrpnX-M_at	1	0.01
ST6GALNAC4	1	0.01
USP18	1	0.01
TNFRSF1B	1	0.01
SLC11A1	1	0.01
LTB	1	0.01
NBN	1	0.01
AFFX-DapX-3_at	1	0.01
HBEGF	1	0.01
220560_at	1	0.01
LAIR2	1	0.01
EGLN1	1	0.01
ST8SIA1	1	0.01
210387_at	1	0.01
LY86	1	0.01
FOXP3	1	0.01
RNF125	1	0.01
TMEM140	1	0.01
HPS4	1	0.01
220085_at	1	0.01
CDT1	1	0.01
ZIC3	1	0.01
216504_s_at	1	0.01
AFFX-r2-Bs-dap-5_at	1	0.01
ALOX15	1	0.01
AFFX-DapX-M_at	1	0.01
C1orf38	1	0.01
CYP7B1	1	0.01
SLC29A3	1	0.01
SIGLEC1	1	0.01
AQP2	1	0.01
UTS2	1	0.01
POLR3G	1	0.01
NUP210	1	0.01
NEIL3	1	0.01
CD69	1	0.01
AFFX-r2-Bs-dap-M_at	1	0.01
AFFX-r2-Bs-dap-3_at	1	0.01
ADORA2A	1	0.01
SLC17A3	1	0.01
MYO1F	1	0.01
DUSP2	1	0.01
IFIH1	1	0.01
ITGB2	1	0.01
IFI44	1	0.01
NOD2	1	0.01
LST1	1	0.01
ZNF467	1	0.01
FCER1A	1	0.01
SELPLG	1	0.01
AIM2	1	0.01
C19orf28	1	0.01
TASP1	1	0.01
BCL7A	1	0.01
FRAT1	1	0.01
CAPN9	1	0.01
MYO15B	1	0.01
LAT2	1	0.01
RARA	1	0.01
TLR6	1	0.01
ETNK1	1	0.01
TCL6	1	0.01
HIST1H2BG	1	0.01
BHLHB2	1	0.01
SP110	1	0.01
THADA	1	0.01
SEPHS1	1	0.01
SLC22A6	1	0.01
STK17A	1	0.01
HHEX	1	0.01
C21orf7	1	0.01
PRKCQ	1	0.01
CLEC4M	1	0.01
ADAM8	1	0.01
HNMT	1	0.01
MSH6	1	0.01
SIVA1	1	0.01
HOXA1	1	0.01
SPOCK2	1	0.01
DENND3	1	0.01
CD48	1	0.01
IL10	1	0.01
FAM119B	1	0.01
MALT1	1	0.01
212340_at	1	0.01
CTBS	1	0.01
SCN4A	1	0.01
INPP4B	1	0.01
GCA	1	0.01
NR1I3	1	0.01
HIST1H2BH	1	0.01
220777_at	1	0.01
TRIB2	1	0.01
MSC	1	0.01
TCEB3	1	0.01
HSPA6	1	0.01
217591_at	1	0.01
VASH2	1	0.01
HDAC4	1	0.01
BID	1	0.01
ABCB4	1	0.01
SEC31B	1	0.01
213537_at	1	0.01
ZC3H12A	1	0.01
AFFX-DapX-5_at	1	0.01
PRSS16	1	0.01
217087_at	1	0.01
LIPE	1	0.01
ARHGAP15	1	0.01
PLA2G2D	1	0.01
BCL2L1	1	0.01
SMC2	1	0.01
IL19	1	0.01
STK32B	1	0.01
SLC22A8	1	0.01
MLH3	1	0.01
DUT	1	0.01
RFC3	1	0.01
ABTB2	1	0.01
CYTIP	1	0.01
ZNF3	1	0.01
GSTT2	1	0.01
PAX9	1	0.01
207711_at	1	0.01
FOLR3	1	0.01
MCM10	1	0.01
TBC1D9	1	0.01
FLJ11151	1	0.01
POLE2	1	0.01
CDC6	1	0.01
EVI2B	1	0.01
216563_at	1	0.01
TBX19	1	0.01
222044_at	1	0.01
KIAA0922	1	0.01
FUT4	1	0.01
CFHR5	1	0.01
GOLGA8B	1	0.01
PAX2	1	0.01
CHD4	1	0.01
SMCHD1	1	0.01
UCP3	1	0.01
CBFA2T3	1	0.01
CCL23	1	0.01
IL17A	1	0.01
BCR	1	0.01
IL2RG	1	0.01
TRPV2	1	0.01
SAMSN1	1	0.01
NFATC1	1	0.01
RAD54L	1	0.01
TLE3	1	0.01
STAT5B	1	0.01
ZNF22	1	0.01
KCNAB2	1	0.01
SLC16A5	1	0.01
SLC34A1	1	0.01
CYP2A13	1	0.01
CHAF1A	1	0.01
PTPN12	1	0.01
NMT2	1	0.01
SLC24A1	1	0.01
C21orf45	1	0.01
206548_at	1	0.01
214056_at	1	0.01
LCP1	1	0.01
DOK2	1	0.01
IFRD1	1	0.01
LRBA	1	0.01
TREML2	1	0.01
KRT85	1	0.01
214083_at	1	0.01
SOCS1	1	0.01
CUBN	1	0.01
PRKX	1	0.01
MAFG	1	0.01
SPINT3	1	0.01
RGS1	1	0.01
NAGA	1	0.01
NINJ2	1	0.01
SERPINB8	1	0.01
RIT1	1	0.01
PSME4	1	0.01
LIG1	1	0.01
C4orf30	1	0.01
PRIM1	1	0.01
POLA1	1	0.01
NRP2	1	0.01
CYP1A1	1	0.01
OAS2	1	0.01
RAG2	1	0.01
SF3A2	1	0.01
LDB1	1	0.01
ELL	1	0.01
C10orf2	1	0.01
C12orf35	1	0.01
SIGIRR	1	0.01
SEL1L	1	0.01
C19orf22	1	0.01
IL11	1	0.01
211640_x_at	1	0.01
DSCC1	1	0.01
ABCA7	1	0.01
BARD1	1	0.01
213281_at	1	0.01
SETD6	1	0.01
MCOLN3	1	0.01
RTP4	1	0.01
216935_at	1	0.01
TIMELESS	1	0.01
MGC29506	1	0.01
216604_s_at	1	0.01
FLJ14213	1	0.01
203086_at	1	0.01
C16orf88	1	0.01
217383_at	1	0.01
ZNF281	1	0.01
SLC2A14	1	0.01
AFFX-LysX-3_at	1	0.01
C9orf40	1	0.01
STAT1	1	0.01
CCS	1	0.01
SLC7A6	1	0.01
PAFAH2	1	0.01
ZNF799	1	0.01
TMPRSS3	1	0.01
NOX1	1	0.01
ABCA12	1	0.01
KLHL18	1	0.01
C6orf106	1	0.01
KCNA3	1	0.01
CMAH	1	0.01
KIAA0355	1	0.01
RAB7L1	1	0.01
SPAG9	1	0.01
DHFR	1	0.01
LOC728358	1	0.01
TGOLN2	1	0.01
NFATC3	1	0.01
EHBP1L1	1	0.01
DOCK2	1	0.01
CHEK1	1	0.01
CEP63	1	0.01
MTMR3	1	0.01
CCNB1IP1	1	0.01
ADAM10	1	0.01
RECQL4	1	0.01
ZNF394	1	0.01
MGC39900	1	0.01
MAZ	1	0.01
213087_s_at	1	0.01
GAL3ST4	1	0.01
PRPS1	1	0.01
SLC4A7	1	0.01
SPPL2B	1	0.01
CDKN2C	1	0.01
SEMA4A	1	0.01
ZCCHC2	1	0.01
222307_at	1	0.01
GTPBP2	1	0.01
WRN	1	0.01
VASH1	1	0.01
POU2F1	1	0.01
PBX2	1	0.01
ENDOD1	1	0.01
214805_at	1	0.01
GLA	1	0.01
PDK1	1	0.01
SLC46A3	1	0.01
PAK2	1	0.01
RAPGEF6	1	0.01
PLK3	1	0.01
CHMP7	1	0.01
SLC25A38	1	0.01
EXOSC2	1	0.01
ZNF131	1	0.01
TNFSF11	1	0.01
213700_s_at	1	0.01
215621_s_at	1	0.01
PPM1F	1	0.01
MGAT4A	1	0.01
C1orf77	1	0.01
KRR1	1	0.01
PPM1D	1	0.01
PAXIP1	1	0.01
211406_at	1	0.01
CD4	1	0.01
PPP1R3D	1	0.01
NUP160	1	0.01
TIAL1	1	0.01
RBBP6	1	0.01
DDX3Y	1	0.01
TRIM21	1	0.01
YRDC	1	0.01
USP10	1	0.01
SKP2	1	0.01
ANKRD12	1	0.01
INPP5D	1	0.01
PFAS	1	0.01
ARS2	1	0.01
ARMC8	1	0.01
FCHO1	1	0.01
MSH2	1	0.01
RASAL2	1	0.01
ZC3H7B	1	0.01
SOS2	1	0.01
UBR2	1	0.01
GPR183	1	0.01
ZNF282	1	0.01
AMPD3	1	0.01
JARID2	1	0.01
MICAL1	1	0.01
IFI44L	1	0.01
ERAP2	1	0.01
EED	1	0.01
BLZF1	1	0.01
TSSC1	1	0.01
C7orf44	1	0.01
TTPAL	1	0.01
C16orf57	1	0.01
C3orf52	1	0.01
222041_at	1	0.01
NFE2L3	1	0.01
ZNF26	1	0.01
RHOF	1	0.01
FLJ10213	1	0.01
ING1	1	0.01
213652_at	1	0.01
CKLF	1	0.01
PHTF2	1	0.01
FANCE	1	0.01
CEP57	1	0.01
FAM108B1	1	0.01
SNX11	1	0.01
PPAT	1	0.01
USP14	1	0.01
KIAA0859	1	0.01
213747_at	1	0.01
OXTR	1	0.01
217313_at	1	0.01
ADRBK2	1	0.01
ZNF395	1	0.01
TEX10	1	0.01
E2F3	1	0.01
DCP1A	1	0.01
NADSYN1	1	0.01
ILKAP	1	0.01
BTN2A1	1	0.01
RP2	1	0.01
ZNF193	1	0.01
RFWD3	1	0.01
EP300	1	0.01
ARPC4	1	0.01
SRPR	1	0.01
213560_at	1	0.01
BLMH	1	0.01
214848_at	1	0.01
MDFIC	1	0.01
215592_at	1	0.01
COX4I1	1	0.01
NUPL1	1	0.01
CCNJ	1	0.01
ZNF140	1	0.01
ZBTB1	1	0.01
202903_at	1	0.01
CPSF1	1	0.01
207688_s_at	1	0.01
214814_at	1	0.01
214808_at	1	0.01
IFI35	1	0.01
RAP2C	1	0.01
ARHGEF7	1	0.01
MLL	1	0.01
TAF5	1	0.01
ZNF107	1	0.01
ZBTB5	1	0.01
P2RY10	1	0.01
214582_at	1	0.01
213028_at	1	0.01
JMJD1C	1	0.01
222270_at	1	0.01
POLR1C	1	0.01
HMG20B	1	0.01
212847_at	1	0.01
RPS6KA3	1	0.01
UEVLD	1	0.01
ALG6	1	0.01
S100PBP	1	0.01
ZNF134	1	0.01
AGFG1	1	0.01
FAIM	1	0.01
PTPN2	1	0.01
DCLRE1C	1	0.01
ZNF274	1	0.01
METTL1	1	0.01
AEN	1	0.01
CEP192	1	0.01
RNMTL1	1	0.01
BCLAF1	1	0.01
ZBTB11	1	0.01
TIMM44	1	0.01
64432_at	1	0.01
GINS3	1	0.01
UBR5	1	0.01
TMUB2	1	0.01
IRF3	1	0.01
C14orf106	1	0.01
PUS1	1	0.01
C19orf2	1	0.01
UBXN7	1	0.01
WAPAL	1	0.01
MYNN	1	0.01
WDR74	1	0.01
214716_at	1	0.01
213743_at	1	0.01
NCBP1	1	0.01
C1orf144	1	0.01
FASTKD5	1	0.01
ZC3H11A	1	0.01
STK4	1	0.01
KBTBD2	1	0.01
SR140	1	0.01
201297_s_at	1	0.01
AFFX-r2-Bs-lys-5_at	1	0.01
UBTF	1	0.01
TMEM156	1	0.01
47773_at	1	0.01
214744_s_at	1	0.01
TNFRSF14	1	0.01
213092_x_at	1	0.01
MTMR15	1	0.01
ZCCHC8	1	0.01
MMRN1	1	0.01
PPIG	1	0.01
64418_at	1	0.01
JMJD2C	1	0.01
SF3A1	1	0.01
ZNF148	1	0.01
C19orf54	1	0.01
MTMR6	1	0.01
MGMT	1	0.01
213327_s_at	1	0.01
EXOSC8	1	0.01
SETD2	1	0.01
XTP3TPA	1	0.01
VCP	1	0.01
SIRT1	1	0.01
DNAJC8	1	0.01
OFD1	1	0.01
XRCC1	1	0.01
TGDS	1	0.01
TRAPPC6A	1	0.01
NOLC1	1	0.01
WDR46	1	0.01
213653_at	1	0.01
221965_at	1	0.01
NUP62	1	0.01
ARHGDIA	1	0.01
SCYL3	1	0.01
ZNF45	1	0.01
PDCD2	1	0.01
TAF11	1	0.01
DHX8	1	0.01
213532_at	1	0.01
KIAA0391	1	0.01
SF1	1	0.01
ZNF330	1	0.01
AKAP8L	1	0.01
221954_at	1	0.01
SSRP1	1	0.01
205038_at	1	0.01
ZXDC	1	0.01
PRMT5	1	0.01
C17orf90	1	0.01
P2RY6	1	0.01
AFFX-r2-Bs-lys-M_at	1	0.01
205510_s_at	1	0.01
AFFX-r2-Bs-lys-3_at	1	0.01
216983_s_at	1	0.01
ANAPC1	1	0.01
TFCP2	1	0.01
TFAM	1	0.01
GTPBP4	1	0.01
214583_at	1	0.01
SMARCD1	1	0.01
THG1L	1	0.01
LUC7L2	1	0.01
MOSPD2	1	0.01
NSMAF	1	0.01
C12orf11	1	0.01
CXXC1	1	0.01
RRP15	1	0.01
PRPF4B	1	0.01
209989_at	1	0.01
ABCD4	1	0.01
218817_at	1	0.01
CNOT2	1	0.01
MRPS30	1	0.01
PIGA	1	0.01
HCFC1	1	0.01
MAPKAPK5	1	0.01
IKZF1	1	0.01
EIF3J	1	0.01
PMS2L5	1	0.01
SETMAR	1	0.01
C19orf66	1	0.01
PNKP	1	0.01
AHCTF1	1	0.01
OXSM	1	0.01
CEP290	1	0.01
GCOM1	1	0.01
MBD4	1	0.01
DNAJB9	1	0.01
SGPP1	1	0.01
ATR	1	0.01
FLJ20323	1	0.01
ZDHHC7	1	0.01
203078_at	1	0.01
TRIM6-TRIM34	1	0.01
212384_at	1	0.01
APOBEC3C	1	0.01
SFRS17A	1	0.01
GPATCH8	1	0.01
215567_at	1	0.01
IL17RA	1	0.01
212980_at	1	0.01
217257_at	1	0.01
ACYP1	1	0.01
NUP153	1	0.01
MCL1	1	0.01
NARFL	1	0.01
HPS1	1	0.01
ERCC5	1	0.01
214101_s_at	1	0.01
216813_at	1	0.01
214918_at	1	0.01
ZBTB48	1	0.01
LSM14A	1	0.01
FRG1	1	0.01
37170_at	1	0.01
NUP50	1	0.01
PIBF1	1	0.01
215191_at	1	0.01
216547_at	1	0.01
PRDM4	1	0.01
MRPL46	1	0.01
MTRF1	1	0.01
ATG5	1	0.01
ARID5A	1	0.01
SCARF1	1	0.01
MEPCE	1	0.01
215201_at	1	0.01
UPF1	1	0.01
PSMD12	1	0.01
AFFX-LysX-M_at	1	0.01
MED13	1	0.01
SFRS15	1	0.01
BRCC3	1	0.01
UTP14A	1	0.01
MUTYH	1	0.01
TMEM70	1	0.01
218458_at	1	0.01
PMS2L3	1	0.01
MRPL11	1	0.01
FKBP5	1	0.01
DDX49	1	0.01
BRPF1	1	0.01
PRPF38B	1	0.01
C2CD3	1	0.01
TIMM10	1	0.01
GSDMD	1	0.01
CDKN2AIP	1	0.01
RCOR3	1	0.01
GTF2H1	1	0.01
EXOC5	1	0.01
OTUD4	1	0.01
CXorf40B	1	0.01
NUBP1	1	0.01
SMU1	1	0.01
RBM8A	1	0.01
214102_at	1	0.01
212073_at	1	0.01
ZMYM3	1	0.01
C11orf17	1	0.01
ATAD3B	1	0.01
SOS1	1	0.01
SF3A3	1	0.01
TIMM9	1	0.01
CCDC76	1	0.01
SUMO1	1	0.01
CCDC22	1	0.01
221491_x_at	1	0.01
ARMCX5	1	0.01
TRIM5	1	0.01
KBTBD4	1	0.01
ZNF226	1	0.01
ESF1	1	0.01
215462_at	1	0.01
PPP1R15A	1	0.01
TAP2	1	0.01
CUGBP1	1	0.01
RELA	1	0.01
LSM6	1	0.01
MTO1	1	0.01
BMS1	1	0.01
AFFX-LysX-5_at	1	0.01
RBBP4	1	0.01
EIF2AK2	1	0.01
ZNF43	1	0.01
205296_at	1	0.01
CACYBP	1	0.01
CEP135	1	0.01
AKIRIN1	1	0.01
RAB35	1	0.01
HSPA13	1	0.01
222214_at	1	0.01
ZZZ3	1	0.01
221919_at	1	0.01
LIG4	1	0.01
KIAA0196	1	0.01
ATG2B	1	0.01
TANK	1	0.01
CAMP	1	0.01
213251_at	1	0.01
EIF2C1	1	0.01
HARS2	1	0.01
EFCAB2	1	0.01
221831_at	1	0.01
COG5	1	0.01
C10orf137	1	0.01
SFRS12	1	0.01
213123_at	1	0.01
MGC3196	1	0.01
212299_at	1	0.01
MAP2K5	1	0.01
C6orf66	1	0.01
NCOR1	1	0.01
220704_at	1	0.01
OGT	1	0.01
PUS7	1	0.01
TRIT1	1	0.01
RXRB	1	0.01
SMN2	1	0.01
SFRS12IP1	1	0.01
WDR77	1	0.01
C17orf42	1	0.01
hCG_1789710	1	0.01
SNX13	1	0.01
YTHDF3	1	0.01
213224_s_at	1	0.01
RING1	1	0.01
MCAT	1	0.01
ZNF337	1	0.01
TRIM68	1	0.01
PAPD1	1	0.01
CCDC130	1	0.01
MUS81	1	0.01
C2orf3	1	0.01
MDM1	1	0.01
TTF2	1	0.01
RBM26	1	0.01
TRMT11	1	0.01
RIOK2	1	0.01
COMMD10	1	0.01
DUSP11	1	0.01
PRPF18	1	0.01
MORC3	1	0.01
KLHL20	1	0.01
GIN1	1	0.01
PPP1R8	1	0.01
PPAN	1	0.01
PIN4	1	0.01
PEX16	1	0.01
USE1	1	0.01
SRF	1	0.01
40975	1	0.01
XAF1	1	0.01
PMVK	1	0.01
MAK10	1	0.01
TM2D1	1	0.01
PEX1	1	0.01
LARP4	1	0.01
EIF2B5	1	0.01
C1orf103	1	0.01
TBCCD1	1	0.01
LCMT2	1	0.01
ABCF1	1	0.01
TMEM131	1	0.01
CHORDC1	1	0.01
ZDHHC24	1	0.01
SDCCAG3	1	0.01
213878_at	1	0.01
CREBZF	1	0.01
NMD3	1	0.01
POLR2F	1	0.01
SLC25A17	1	0.01
ACN9	1	0.01
SKIV2L2	1	0.01
RNF216	1	0.01
SNAPC1	1	0.01
ISG20L2	1	0.01
MAT2A	1	0.01
STXBP3	1	0.01
COG4	1	0.01
222026_at	1	0.01
ARVCF	1	0.01
ZNF280D	1	0.01
HLA-DQA1	1	0.01
DNM2	1	0.01
RP5-1077B9.4	1	0.01
203290_at	1	0.01
EDEM3	1	0.01
RABIF	1	0.01
MRPL4	1	0.01
MRPL19	1	0.01
MPHOSPH10	1	0.01
SMG1	1	0.01
C14orf135	1	0.01
209480_at	1	0.01
ANAPC10	1	0.01
RNF170	1	0.01
HDAC7	1	0.01
222371_at	1	0.01
MRPL28	1	0.01
TTC33	1	0.01
SPAST	1	0.01
MRPS28	1	0.01
ARFGAP1	1	0.01
PRPF6	1	0.01
213691_at	1	0.01
PARN	1	0.01
222207_x_at	1	0.01
BRF2	1	0.01
YTHDC2	1	0.01
ZC3H13	1	0.01
MTM1	1	0.01
213979_s_at	1	0.01
NEK4	1	0.01
JARID1D	1	0.01
UTP14C	1	0.01
ZNF212	1	0.01
209535_s_at	1	0.01
USP8	1	0.01
PUF60	1	0.01
RPS4Y2	1	0.01
LZTR1	1	0.01
TRPC4AP	1	0.01
ZP3	1	0.01
UBE3C	1	0.01
URM1	1	0.01
PEX6	1	0.01
PTCD1	1	0.01
ZNF294	1	0.01
